ID,AreaType,RegionName,NVotes,Leave,Postals,Residents,Households,MeanAge,AdultMeanAge,Age_0to4,Age_5to7,Age_8to9,Age_10to14,Age_15,Age_16to17,Age_18to19,Age_20to24,Age_25to29,Age_30to44,Age_45to59,Age_60to64,Age_65to74,Age_75to84,Age_85to89,Age_90plus,White,Black,Asian,Indian,Pakistani,Owned,OwnedOutright,SocialRent,PrivateRent,NoQuals,L1Quals,L4Quals_plus,Students,Unemp,UnempRate_EA,HigherOccup,RoutineOccupOrLTU,Density,Deprived,MultiDepriv,C1C2DE,C2DE,DE
535,E08,West Midlands,11164,3936,P,31522,9348,31.4,42.4,9.6,5.5,3.6,8.4,1.6,3.3,3,8.1,8.9,21.6,13.7,3.1,5,3.4,0.8,0.3,21.2,6.3,68.8,9,48,65.9,30.8,10,21.8,32.1,14,19.7,8.8,7.4,13.1,19.2,60,71.4,73.2,38.7,87.3,64.6,46.2
536,E09,London,10192,4030,P,15625,6930,37.2,45.6,8.3,4.1,2.1,4.5,0.8,2.3,1.5,4.9,7,28.5,19.5,5,5.8,4,1.2,0.5,79.4,12.3,6.3,1.7,0.4,70.5,20,10.7,16.7,15.2,12.8,38.3,3.1,4.3,5.5,47.8,24.8,70.7,49,19.5,67.3,30.4,13.1
537,E08,Yorkshire and The Humber,6592,4389,P,15534,6657,38.5,48,7,4,2.5,6.4,1.2,2.9,2.6,6.2,6.6,19.4,19.5,5.5,8.4,5.6,1.4,0.6,92.1,3,4.3,0.4,2.3,48.5,19.9,41.5,9,34.7,15.9,15.2,3,7.3,11.2,21.7,58.9,23.6,70.3,35.1,88.9,64.7,39.6
538,E06,East Midlands,5256,2580,P,10747,4206,37.8,47.7,7.1,3.9,3,6.7,1.3,3.1,2.5,6.2,7,20.9,17,4.9,7.7,6,1.9,0.8,54.9,9.7,32.2,5.4,19.9,65.5,25.4,15.2,16.9,30.4,13.5,20,6.8,5.6,8.9,23.8,51,36.3,67.7,32.1,86.6,58.2,39.1
539,E09,London,5431,1471,P,14574,5578,33.8,40.7,7,3.6,2,5.6,0.9,2.1,2.2,8.7,12.3,28.5,15.2,3.2,4.7,2.9,0.5,0.3,56.8,20.2,15.6,4.1,0.8,35.1,12.6,24.3,38.3,20,9.4,32.9,9.5,6.2,8.8,29.9,45,100.2,69.9,35.1,82.1,53.4,32.2
540,E06,East Midlands,5424,3545,P,17695,6581,29.8,42,11.8,6,3.6,9.1,1.7,3.5,3.4,7.2,7.4,20.7,15,3.2,4.2,2.2,0.6,0.4,74.4,17.9,6,0.8,1.7,34.3,8.7,49.8,14.5,38.1,17.4,9.8,5.1,11.2,17.7,12.4,71.8,64.4,74.3,39.3,95.4,75,51.9
541,E06,South East,7555,4596,P,12731,4973,41.1,50,5.3,3.4,2,6.6,1.4,3.1,2.4,5.9,5,18.5,21,6.9,9.7,6.2,1.7,0.9,87,2.4,9.7,5.8,0.6,80.1,31.6,5.7,13.1,23,15.6,20.4,3.2,3.8,5.3,30.8,40.4,34.3,56.9,21.5,80.8,49.8,22.1
542,E07,East of England,2920,1321,P,9180,3934,36.7,43.9,7.1,3.4,1.6,4.8,1,2,2.5,8,10.5,25.3,16.9,4.1,6.4,4.3,1.1,0.9,82.5,4.2,11.3,2.7,0.8,39.5,13.4,37.9,18.9,22.1,12.6,31.5,6.4,4.8,6.4,32.7,47.8,59.9,59.6,25.6,77.1,51.3,30.5
543,E06,South East,5874,3481,P,8036,3152,43.4,51.8,4.3,2.9,2.2,6.3,1.4,2.6,2.1,5,4,17,23.3,8.8,11.5,6.1,1.5,0.9,91.1,1,6.9,3.4,1.2,91.7,36.9,0.5,7.3,17.6,14.5,27.2,2.4,2.3,3.2,41.7,27.3,20.1,46.4,13.4,69,33.7,13
544,E09,London,4643,1263,P,9014,4269,38.7,44.3,6.4,2.5,1.4,3,0.5,1.1,0.9,4.9,13.2,32,15.8,4.6,6.2,5,1.5,0.9,78.3,2.6,16.3,3.9,1.6,51.2,24.6,6.6,40.6,6.4,4.2,64.6,4,2.7,3.4,68.7,12.5,78.1,41.1,12.5,39.8,11.9,5.4
545,E07,East of England,5322,1621,P,9444,4055,37.6,44.7,6.5,2.9,1.7,5.1,0.8,2.1,2.2,7.5,10.5,26,16.6,4.1,6.4,4.6,1.6,1.3,85.9,2.5,8.7,1.9,0.2,36.1,15.6,38.9,22,18.7,9.7,42.7,7.3,3.7,5,45.3,36.8,37.1,55.9,22.3,64.3,39,23.7
546,E07,North West,1724,1203,NP,6470,2695,41.7,49.5,4.5,2.9,1.8,6,1.5,2.6,2.2,5.7,5.6,18.9,23.3,7.8,10.5,5.2,1.2,0.5,97,0.2,2.2,0.6,1,89.5,34.3,1.3,8.5,23.1,12.5,21.6,3.4,2.4,3.3,30.1,43.1,8,52.8,21,83.1,51.9,20.9
547,E07,South East,2052,817,NP,4299,1921,44.6,53,4.8,2.3,1.8,5.5,1.3,3.5,2.1,4.3,4.7,17.8,21.1,6.6,11.4,8.5,2.8,1.7,93.3,1.1,4.2,1.1,0.2,75.8,37.3,5.2,17.1,14,9.9,43.4,2.3,2,2.9,53.1,21.4,6.9,46.5,14.4,54.7,24,10.8
548,E09,London,5976,2882,P,16600,6111,32.5,43.4,10,5.1,3.1,7.9,1.4,3.3,2.6,6.9,7.8,22.2,17,3.5,5.2,3.1,0.6,0.3,41.1,36.4,13.7,2.9,0.9,42.2,14.7,26.5,28.1,28.5,14,20,8.4,7.5,11.8,21.5,55.7,92,73.3,38.2,89.4,62.7,41.2
549,E09,London,7494,4340,P,13116,5197,39.9,48.3,5.7,3.5,2.1,5.8,1.5,2.6,2.7,7,6.2,19.5,20.2,6.3,8.5,5.6,1.8,0.9,81.7,8.8,6.7,1.9,0.3,67.5,23.1,21,10.5,25.4,14.7,23.4,4.6,4.5,6.5,32.8,36.6,52.8,60.9,26.6,79.6,46.6,22.9
550,E07,South East,4814,2781,P,8366,3572,41,49.4,6.1,3.2,2.3,5.6,1.1,2.2,2,4.6,6.8,21.2,19.9,6.7,9.8,6.2,1.6,0.8,95.1,1.5,2.8,0.6,0.2,79.9,28.7,6.1,12.7,18.1,15.3,26,2.2,2.8,3.7,39.1,32,21,50.4,18,76,39.5,16.8
551,E08,Yorkshire and The Humber,7195,2836,P,21298,5780,28.6,40.4,11.2,6.5,4,9.4,1.8,3.7,3.2,7.8,9,22.1,12.1,2.6,3.3,2.3,0.6,0.4,17.3,1.9,78.8,4.5,63.9,67.2,31.2,13,17.5,39,15,12.2,8.3,8.4,15.6,11.4,69.9,76.9,80.6,46.3,93.3,75.4,59.8
552,E09,London,7821,3666,P,9865,4203,42.2,51.1,5.4,3.3,2.4,5.9,1.5,2.5,1.8,4.4,4.9,19.8,21.1,7.1,9.5,7,2,1.2,84.4,4.1,9,3.4,0.5,82.4,35,4.5,12.4,12.1,11.2,43.3,3.1,2.8,3.9,54.9,17.5,41.2,45.2,13.7,55.1,19.5,9.5
553,E07,West Midlands,2800,1778,P,4348,1910,42.7,51.3,5.8,2.6,2,5.8,1.2,2.8,2.2,5.4,5.2,18.5,20.2,6.4,11.2,8.1,2,0.7,93.4,1.8,3.9,2,0.1,67.9,30.9,24.4,5.7,27.9,14.8,20.9,3.1,4.2,6.1,30.8,44.1,8.3,61,28.5,80.3,51.1,25.1
554,E08,North West,4146,1930,P,11351,4299,32.3,42.2,9.1,5.1,2.8,7.2,1.6,3.1,2.9,9.2,9.5,21.6,14.9,3.2,5.2,3.5,0.8,0.3,38.9,3,56.4,1.4,30.2,53.5,21.7,27.2,16.3,37.2,15.1,13.8,6.6,8.9,15.8,13.7,68.2,56.4,79.9,48.9,93.5,74.3,57.2
555,E09,London,6609,3177,P,14566,5544,33.6,43.5,9,4.9,2.7,6.9,1.4,3,2.7,6.6,7.6,24.5,17.1,4,5.2,3.1,0.8,0.4,63.8,18.6,10.7,2.1,0.7,52.6,14.7,23.7,22.2,24.6,14.1,25.4,6.7,6.2,9,30.4,44.6,52.2,64.6,30.6,81.7,50.4,30.1
556,E07,West Midlands,2983,1845,P,4067,1796,45.9,53.7,4.5,3.3,1.9,4.3,1.2,2.3,2,4.6,4.5,16.6,20.8,7.7,13.1,9.3,2.7,1.3,96.1,1.4,2.1,0.8,0.1,76.1,35.1,16.1,6.7,23.4,12.4,29.1,3,3.3,4.9,41.5,32.9,8.3,54.7,22.6,71.6,37.6,17.5
557,E07,South East,3090,1753,NP,6444,2714,39.9,48.9,6.4,3.5,2,6.8,1.2,2.5,2.2,5,5.6,21.1,20.8,6.1,8.9,5.7,1.3,0.7,96.2,1.3,1.5,0.1,0.2,60.6,21.8,26.3,10.2,21,16.5,27,2.1,3.8,5,35.4,33.2,4.9,52.6,20.2,77.4,44.7,18.7
558,E08,West Midlands,7972,4455,P,13146,5845,42,50.7,5.3,2.9,1.9,6,1.6,3.2,2.2,5.1,5.5,19,20.6,6.1,10.1,7.3,1.9,1.1,96.3,1.3,2.1,0.4,0.6,72.3,30.4,15.2,10.6,25.6,11.9,27.4,2.8,4.5,6.4,37.3,38.1,49.1,56.3,26.1,74.2,44,19.7
559,E07,East of England,2903,1519,P,5255,2230,38.4,47.9,6.8,4,2.5,6.7,1.3,2.7,2,4.6,6.1,24.2,18,5.1,8.5,5.3,1.4,0.8,83.8,5.8,9.2,4.1,0.7,50.6,19.6,35.7,10.6,22.7,17,24.5,2.6,5,6.9,32.8,44.7,30.1,58.8,24.6,78.8,49.8,26.3
560,E09,London,6287,1134,P,12905,5438,33.2,38.6,7.1,3.1,1.4,3.4,0.7,1.2,1.2,8.9,19.5,30.6,13,3.2,3.7,2.3,0.5,0.3,75.7,14.7,6.7,1.5,0.4,43.2,16.3,21.3,34.4,8.3,5.2,63.3,5.4,3.8,4.6,64.3,18.2,98.6,47.3,17.5,48.6,19,11.3
561,E07,West Midlands,2995,2033,P,5006,2046,39.4,47.2,5.4,3.2,1.7,6,1.4,2.7,2.4,6.3,6.1,22.8,21.7,6.2,8.8,4.6,0.7,0.2,98.1,0.5,1.2,0.4,0.2,82.7,28.6,5.5,11.1,23.6,16.8,19.5,2.9,3.8,5.1,27.9,45.7,21.5,54.6,23.8,83.8,54.1,22.4
562,E09,London,6977,1459,P,14611,6214,33.9,40.1,7.7,3.1,1.7,3.8,0.8,1.7,1.5,8,14.4,31.6,15.1,3.1,4.3,2.2,0.8,0.4,61.1,22.9,12,3.2,3.3,40.7,12.9,12.9,44.9,12.6,8,46.3,6.2,5.4,6.8,45.8,30.5,103.4,59.7,24.8,68.4,34.8,18.6
563,E07,West Midlands,2454,1772,P,4937,1971,40.3,48.3,4.8,2.6,2.4,6.3,1.2,3.2,2.6,6.7,5.4,19.7,21.6,7.5,10.1,4.5,1,0.4,97,0.9,1.9,1,0,76.9,27.9,14.5,7.9,27.1,16,18.2,3.7,4,5.7,27.8,47.3,16.4,59.1,26.3,82.3,53.3,25.5
564,E07,East of England,5944,2355,P,9975,4886,35.3,41.3,7.3,2.8,1.5,3.5,0.7,1.7,2.2,9.1,13.9,28.4,14.9,4.3,5.3,3.2,0.8,0.6,92.5,2.6,3.7,0.5,0.1,49.5,15.2,16.6,32.3,18.3,12.9,28.8,4.8,4.7,6,33.2,43.2,75.9,49.3,20.4,81.5,47.2,26.1
565,E08,North East,4994,3153,P,11344,5083,38.3,46.9,7,3.5,2.4,5.6,1.2,2.5,2.5,7.1,6.7,20.9,20.1,6.3,7.8,4.6,1.2,0.4,97.9,0.9,1.1,0.3,0.2,52.1,16.6,35.9,11.3,32,18.2,12.3,3.3,7.8,11.5,18.2,61.8,10,68.9,34.9,90.5,66.1,42.2
566,E09,London,7340,2486,P,16149,6524,36,44.6,7.7,3.5,2.1,6.4,1.3,2.5,2.4,6.7,8,24.2,19.8,4.5,6.1,3.6,0.9,0.5,48.7,29.6,17.4,6,3.7,56.6,17.4,20,21.4,16.6,12.2,35.2,6.7,6,8.3,38.1,33.9,63.2,58.5,23.2,74.7,40.3,22.2
567,E09,London,7544,1518,P,17315,7194,32.2,37.6,5.6,2.9,1.9,5.1,1.1,2,2.2,11.4,18.8,27.4,13.2,2.3,3.3,2.2,0.5,0.2,56.7,31,7.5,1.1,0.6,22.9,7.1,42.3,32.2,13.9,7.7,48.5,8.4,6,7.7,48.4,34,167.8,63.1,26.9,67,36.5,23.2
568,E06,Yorkshire and The Humber,5848,3725,P,12224,5190,41,48.9,5.3,3,2.1,5.4,1.2,2.6,2.6,7.2,6.6,19,20.5,6,8.2,6.9,1.9,1.4,94.6,0.8,3.8,0.9,0.6,72.5,27.1,5.7,20.6,22,14.1,24.9,5.4,5.2,7.3,31.2,47.1,31.1,53.8,20.8,80.5,52.8,28.9
569,E08,West Midlands,14775,7916,P,25372,10707,40.9,50,5.7,3.6,2.2,6.3,1.4,2.7,2.3,5.1,5.8,19.2,20.8,6.2,9.3,6.7,1.8,0.9,89.6,3.6,6,3,1.2,76.6,29.7,10.9,11.1,19.3,13,33.5,3.2,3.5,4.9,43.7,31,17.6,51.9,20.2,68.1,35.3,16.9
570,E06,North West,2452,1845,NP,7873,3140,34.6,45.1,7.8,4.9,2.5,8.4,1.8,3.2,2.2,6.6,7.1,21.4,18.5,5.3,5.8,3,0.8,0.5,92.2,1.4,5.6,2,1,53.7,13,33.1,11.9,30.3,16.1,16.9,3.7,5.8,8.7,23.6,58.7,36.6,65.1,34.2,88.5,61.6,38.6
571,E08,North West,4948,2976,P,12989,6558,37.1,43.2,5.6,2.9,1.6,4.1,1.1,1.9,4.5,11.4,11.1,20.3,17.2,4.8,6.8,4.9,1.1,0.7,85.4,7.7,5,0.9,0.8,29.3,11,46.8,20.8,34.6,13.3,17.5,13.4,7.5,12.3,19.9,61.2,53,74.2,42.6,90.3,60.3,42.4
572,E09,London,4902,2165,NP,11455,3960,37.3,45.6,6.5,3.6,2.1,5.8,1.4,3,2.3,6.9,8,22.7,20.2,5.2,6.3,4.6,1.1,0.4,54.9,5.4,35.5,19.6,4.8,72.3,25.1,4.7,21.6,15.7,12.3,32.9,6.4,4,5.4,37.7,34.1,65.5,56.8,22.2,75.3,43,19.8
573,E08,Yorkshire and The Humber,5780,3453,P,12266,5154,38.4,48.4,7.8,4.2,2.6,6,1.4,2.6,2.1,5.5,6.8,20.1,18.1,6,9,5.5,1.6,0.6,81.1,1.3,16.9,0.3,15.1,70.3,26.9,12.2,16,27.4,14.4,17.5,3.2,5,7.3,25.9,50.2,17.6,61.5,27.4,86.6,57.6,31.2
574,E08,Yorkshire and The Humber,7475,4738,P,16376,6853,37.7,46.9,7.5,4,2.3,5.9,1.4,2.6,2.5,6.2,6.7,21.4,19.6,5.6,7.7,4.8,1.3,0.4,88.5,2.6,7.2,1.9,2.8,69.1,22.3,15.6,13.7,28.2,16.9,15.9,3.2,5.8,8.1,24.3,51.6,39.8,62.9,29.6,87.5,58.1,29.4
575,E06,North West,3171,1461,P,6022,2193,40.4,50,5.7,3.8,2.7,6.6,1.7,2.7,2.1,5.5,5,18.3,21,7.2,9.6,5.9,1.6,0.6,62.6,0.8,34.8,19.8,11.6,91,40.9,1.1,6.5,16.4,10.8,37.4,4.3,2.1,3.1,43.8,27.4,13,46.4,12.7,65.8,31.5,13.9
576,E08,North West,5991,3549,P,11077,4331,38.2,48.5,7.1,4.4,2.5,7.3,1.6,2.8,2.4,5.6,5.6,20.1,18.3,6.1,9.2,5.3,1.2,0.6,78.4,1.5,19.7,0.5,2.1,77.7,27.1,11.2,9.9,26.9,15,19.9,3.6,4.7,6.8,29.4,46.9,30.7,60.7,28.2,82.2,53.6,30.2
577,E08,North West,8288,3141,P,12021,4907,45.1,54.4,4.7,3.3,1.9,6.5,1.5,2.8,2,3.6,2.8,16,22.5,7,12.6,9.2,2.1,1.3,95.1,0.5,3.7,1.2,0.7,93.1,41.5,1.3,4.9,11.8,9.6,44.7,2.9,2,2.9,56,18.1,13.1,41,10.5,50.2,17,7.2
578,E08,Yorkshire and The Humber,7222,4714,P,11146,4627,41.8,50.3,4.5,3.2,2.2,6.5,1.5,3,2.1,4.9,4.5,19.3,23.2,6.4,10.7,6.1,1.3,0.6,98,0.5,1.5,0.4,0.6,85.8,30.6,6.6,6.7,21.2,15.4,24.5,2.3,3,4.2,35.1,38.7,12.8,52.1,20.8,77.7,46.4,21
579,E09,London,5407,1831,P,12712,5697,34.9,41.6,6.4,3.6,2.3,4.7,1.1,1.9,1.9,6.2,11.3,32,16.6,3.8,4.7,2.6,0.7,0.2,69,16.1,8.7,1.9,0.5,40.4,11.7,30.2,26.8,13.8,7.5,51.5,6,6.3,8.3,51.3,29.1,123.5,60,26.5,63.7,30.7,20.7
580,E08,North East,4422,2729,P,7479,3337,43.6,51.9,4.8,3.1,1.9,5.6,1.5,2.3,2.3,4.9,4.2,17.6,22.6,7.3,11.2,8.4,1.9,0.4,97.9,0.2,1.3,0.3,0.2,71.4,27.3,21.9,5.9,27.2,13.5,23.5,3,4.7,7.2,30.6,46.5,11.7,61.9,29.1,79.3,50.5,25.8
581,E08,West Midlands,5765,3475,P,15076,5399,33.8,44.6,9.3,5.4,3.1,7.4,1.4,2.8,2.7,7.4,8.1,21,15.2,4.3,6.3,3.9,1.2,0.5,44.1,7.7,46.6,13,23.8,56,22.9,23.9,18,37.1,14.8,13.4,5.4,9.1,15,14.9,66.7,42.9,76.8,42.2,93.5,72,47.7
582,E08,North West,6842,3839,P,14548,6076,41.7,50.1,5.4,2.9,2,6,1.4,2.7,2.5,5.9,5,18.2,22.6,6.9,9.6,6.4,1.6,0.8,96.7,0.6,2.3,0.6,0,79.1,29,7.5,12.5,22.6,13.3,24.1,3.5,4.6,6.7,30.4,44.9,38,59.4,27.3,81.7,49,25.9
583,E09,London,5967,3344,P,10775,4237,40.1,48.7,5.5,3.4,2,6.3,1.3,3.3,2.9,6.2,5.6,19,21.6,5.9,8.8,5.8,1.5,0.8,77.6,10.2,8.4,1.6,3.1,74.2,27.5,14.4,10.1,23.5,14.6,24.7,4.6,4.7,6.7,35.7,32.4,56.4,59.2,24.4,77.5,40.3,20.6
584,E08,Yorkshire and The Humber,6076,4088,P,13317,5504,36.6,45.7,7.6,4,2.5,6.2,1.2,2.7,2.8,7.1,8.3,19.9,19.4,5.4,7.3,4.2,1.1,0.3,82.2,2.7,13.6,0.4,11.2,59.1,24.4,23,15.5,31.8,17.6,12.5,3.5,7.2,10.9,18.7,60.1,23.6,68.6,34.6,90.1,67.7,41.4
585,E08,West Midlands,6333,4809,P,14402,5711,36,46.1,8.4,4.3,2.7,6.7,1.6,3,2.5,7.6,7.3,20.2,17.1,4.7,7.5,4.7,1.1,0.7,82.5,4.7,12.2,6.9,1.9,50.2,17.7,37,11.4,39.8,16.2,10.1,3.4,8.5,13.1,15.8,67.3,41.5,73.9,42,93.3,73.7,41
586,E08,North East,4929,3186,P,11435,5084,39.3,48,6.6,3.3,2.1,6.3,1.3,2.7,2.6,7,6.6,19.2,20.2,5.1,8.9,6.2,1.3,0.6,99,0.4,0.4,0.2,0,48.3,16.1,41.8,9.5,38.8,18.6,7.7,2.9,8.5,13.5,13,69.5,43,74.4,41.5,94.5,74.2,48.3
587,E09,London,5733,1902,P,12933,4850,34.2,40.3,6.5,2.9,2.2,4.1,0.8,2.4,2,9.2,14.2,28.6,16.2,3.5,3.8,2.6,0.6,0.5,52.4,15.8,26,9.4,7.6,45.5,17.4,14.4,37.9,15.1,9,40.8,9.5,6.1,8.1,40.9,34.9,101.2,61.4,25,73,38.3,20.9
588,E09,London,7901,3351,P,11181,4041,36.5,44.8,6.8,3.8,2,6.4,1.3,2.4,2.2,6.8,8.6,24.1,19.1,4.4,6.5,4.1,0.9,0.5,43.5,10.5,41.3,24.1,4.2,64.3,23.9,6.7,27.3,13.1,9.2,43,7.2,4.5,6.2,44.8,30,78.5,56.8,22,64.6,33.5,18.9
589,E08,North West,5662,3686,P,11215,4970,39.6,47.8,6.3,3.1,1.8,5.6,1.2,2.9,2.8,6.6,6.8,20.1,20.1,6.6,9.4,5.1,1.3,0.5,95.5,1.6,2.5,0.6,0.5,71.9,26.5,11.7,15.4,28,17.4,14.5,3.1,4.6,6.5,23.7,49.9,42.4,62.8,29.5,88.3,58,28.2
590,E08,North West,4991,3044,P,12410,4559,33.5,43.9,9,5,3.3,7.6,1.5,2.8,3,7.7,7.7,20.9,16.8,4.2,5.5,3.7,0.9,0.3,60.6,2.2,36.6,2.8,23.3,62,21.1,21.2,15,33.2,15.7,14.8,5.7,7.4,11.5,17.8,61.9,33.4,71.7,36,91.5,69,46.3
591,E09,London,5992,1670,P,12122,5729,35.1,41.6,6.2,3.2,2.1,4.8,1,1.9,1.8,7.6,13.6,28.8,15.7,3.7,5,3.5,0.8,0.4,71.8,14.5,8.4,1.3,0.3,27.5,11.1,47.8,21.7,19.2,8.2,47.3,6.4,5.6,7.8,50.4,31.3,154,62.5,30.3,63.3,33.6,22.5
592,E07,West Midlands,2472,1802,P,4978,1874,43.7,51.5,4.4,3.2,1.8,5.3,1.2,2.6,2.4,6.4,4,17.4,22.9,5.9,11.5,7,2.5,1.5,95.6,1.5,2.5,1.8,0,80.4,34.8,14.1,4.5,29.6,14,20.4,2.7,3.5,4.9,30.6,40.2,3.5,55.8,22.5,80.4,48.9,18.9
593,E06,South East,3501,1994,P,7768,3395,35.1,42.4,7.8,3.4,1.8,4.7,1.1,2.3,2,6.7,9.7,28,21.3,3.9,4,1.9,0.8,0.5,91.5,2.4,5,1.8,0.4,64.6,10.3,17.3,16.3,15.2,17.2,27.6,2.3,3.1,3.7,40.1,33.5,57.9,45.9,16.3,76.8,41.6,18.1
594,E06,South West,7326,4608,P,13407,5665,41.7,50.6,6.2,3.2,2,5.8,1.2,2.6,2.2,5.2,5.7,18.7,20,6.9,10.4,7.1,1.8,0.8,96.8,1,1.6,0.6,0.1,73,29,11.7,13.9,22.3,14.4,21.7,3.1,2.9,4.2,32.7,41.6,37.9,56.1,23.6,81.8,46.9,21
595,E09,London,4773,1693,P,9857,3473,35.7,42.9,7.2,3.5,1.7,4.7,1.2,2.3,2,7.3,11.5,26.5,17.3,3.9,6.3,3.7,0.6,0.3,42.5,20.8,33.2,7.2,7.1,57.2,21.7,3.7,37.9,15.8,10.5,32.1,8.8,4.8,6.5,31.5,38.7,114.4,60.7,25.5,81.9,51.6,26.5
596,E08,North East,4187,2841,P,7653,3424,40.5,49.1,6,3.3,1.9,6,1.4,2.7,3,6.6,5.9,17.6,22.3,6.7,7.5,6.3,2.2,0.7,97.5,0.7,1.2,0.3,0,51.5,16.3,43.5,4.4,33.4,16.6,10.7,2.9,7.4,11.2,16.5,64.7,26.9,69.6,37.5,93,70.5,40.9
597,E07,North West,1039,753,NP,2627,1471,39.9,46.4,5,2.8,2.2,4.4,0.8,1.8,2.5,8.4,8.2,21.3,20.2,6.5,10.7,4.2,0.6,0.5,98.9,0.3,0.6,0.2,0.1,52.9,22.4,11.6,34.7,28.2,15.8,11.7,2.2,8.3,13.3,13.8,69.5,9.4,75.4,45.3,93.7,75.9,44.2
598,E09,London,5383,3445,P,12754,4879,35.3,44.3,8.3,4.1,2.4,6.1,1.3,2.3,2.4,7,9.2,23.3,17.8,4.5,5.6,4.1,1,0.6,64.3,8.7,24.1,11.1,3.9,48,14.2,27.6,17.2,24,17.3,20.2,5,4.9,6.6,24.9,48,29.5,67.6,31.1,87.4,55.4,28.7
599,E08,Yorkshire and The Humber,7422,4414,P,17053,6361,36.2,47,7.4,4.5,2.8,8.6,1.9,3.2,2.3,5.9,6.4,20.5,18.3,5.2,6.2,4.8,1.4,0.8,66.2,3,28.9,7.1,16.4,69.7,23.6,13,15.8,28.4,14.7,19.4,4.3,5.3,7.8,25.8,50.2,30.2,64.2,30.8,84.9,55.4,33.2
600,E09,London,6678,2554,P,14514,5934,37.7,45.7,6.8,3.4,2.2,5.3,1.1,2.2,1.8,7,8.5,25.8,17.4,4.3,6.6,4.8,1.7,1,68.4,7.6,17.2,6.2,1.3,60.5,25.6,7.6,29.7,16.1,9.9,41.2,7.4,4.7,6.5,45.8,27.2,55.3,53.4,20.1,65.7,31.8,16.8
601,E09,London,4898,993,P,11317,5222,39.7,47.3,6.9,3.7,1.8,4.4,0.7,1.3,0.9,3.7,8.3,29.6,17.2,5.5,8.1,5.4,1.5,0.9,80,4,12,2.7,0.5,53.3,33.2,11.4,33.2,6.1,3.8,68.3,4.5,2.7,3.6,72.6,11.1,47.4,47.2,13.3,39.1,9.3,5.6
602,E06,South East,7671,4349,P,13108,5282,42.9,52.2,5.2,3.2,2.4,6.6,1.4,2.8,2.1,4.5,3.7,18.8,20.8,6.6,10.4,7.7,2.4,1.3,95.9,0.6,2.8,0.8,0.1,84.3,35.3,2.9,12,17.9,13,30.6,2.9,2,2.8,42.4,29.5,23,49,16.3,68.6,35.2,12.7
603,E08,West Midlands,12709,6399,P,25815,10957,37.9,47.4,7.4,4,2.3,6.6,1.3,2.6,2.5,6,6.4,21.9,18.4,5.3,8.2,5.2,1.3,0.7,77.4,8.9,11.8,3.5,4.5,62,22.2,24.1,10.6,27.8,13.1,25.5,4.4,6.5,9.5,32.2,45.6,47.5,62.2,32,78.8,50.1,28.7
604,E08,West Midlands,9789,3469,P,31203,9572,30.6,41,9.2,5.5,3.5,8.6,1.7,3.3,3.3,9,9.2,22.3,13.6,2.4,4.5,3.2,0.5,0.2,10.8,24.4,61.6,14.7,25.8,50,25.6,29.1,17.8,34.3,14,16.3,11.3,11.1,19.3,14.5,67.6,92,78.7,44,92.1,69.3,52
605,E06,South East,7703,5175,P,13328,5411,38.8,47.6,6.3,3.6,2.5,6.2,1.3,2.7,2.5,5.5,6.5,20.7,20.4,7.5,8.8,3.9,1,0.6,95.2,1.3,2.9,1.4,0.2,79,25.8,7.2,12.9,19.1,18.2,19.4,2.7,3.4,4.7,31.4,37.4,24.3,51.1,18.9,81.5,46.6,18.4
606,E08,West Midlands,6239,4329,P,13535,5158,36.3,46.3,8.5,4.5,2.4,6.8,1.3,2.8,2.8,7,7.5,20,17.7,5.1,6.8,4.9,1.5,0.5,72.1,6.2,21,8.8,4.8,56.3,21,31.5,11.1,38.5,16.2,10.7,3.9,7.9,12.3,16.9,64.9,33.3,73.1,38.6,91.9,69,41.1
607,E09,London,4442,1212,P,8526,3485,41.9,50.8,5.6,3.5,2.9,6.1,1,2,1.4,3.7,5.7,20.9,21.8,6.2,9.8,6,2.2,1.3,82.9,1.6,12.7,3.5,1.3,71.7,40.8,3.5,22.4,6.8,5.2,62.3,3.7,2,3,68.3,11.1,14.1,34.7,9.2,35.8,8.6,4.4
608,E08,Yorkshire and The Humber,8636,4465,P,15424,6813,43.4,51.4,5,3.1,1.9,5.5,1.1,2.3,2,4.5,4.8,18.7,22.7,8.1,10.6,6.9,1.8,0.9,96,1,2.4,0.8,0.5,83,32.7,6.4,9.2,18.3,13.1,32,2.3,3.2,4.4,42.2,29,10.5,49,18.1,71.2,35.8,15.5
609,E07,East of England,4111,774,P,9826,2091,30.3,32.2,2.8,1.3,0.7,1.7,0.3,0.8,15,35.5,10.1,12.7,8.6,2.5,4.3,2.8,0.6,0.5,80.3,1.4,16.1,3.5,0.7,58.1,30.6,8.8,31,3.7,2.3,41.9,61,0.9,2.7,65.2,19.4,29.6,42.7,11.9,46.9,16.9,9
610,E09,London,6113,2941,P,14359,5845,36.2,44.5,7.3,3.6,2.2,6.1,1.2,2.7,2.8,7,8,25.1,17.8,4.4,6.1,3.9,1.2,0.7,66.4,17,13,3.5,1.1,51,14.8,30.4,16.8,23.7,12.1,30.8,7.1,5.3,7.6,34.8,40.1,61.9,63.5,30.4,77.6,46,24.3
